timestamp_iso,proposal_id,event,request_text,joints_json,semantics_json,comment
2026-07-24T10:50:28+0200,pose-399695012270,disliked,"Önerine 👎 verdim: ""hayir yere tamamen dik olmasi gerekiyor egimli olmicak direkt havaya"". ""raise your hand to even more high to the sky"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -2.9, ""LeftShoulderRoll"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": -2.9, ""RightShoulderRoll"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.135,""y"":-0.215,""z"":0.487},""elbow_angle_deg"":155.1,""extension_ratio"":0.977,""concepts"":[""reaching across the body"",""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.135,""y"":0.215,""z"":0.487},""elbow_angle_deg"":155.1,""extension_ratio"":0.977,""concepts"":[""reaching across the body"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands very close""],""whole_body_concepts"":[""both arms raised"",""arms crossed in front of the torso"",""hands held together""]}",
2026-07-24T10:51:33+0200,pose-399695012270,disliked,"Önerine 👎 verdim: ""hayir yere tamamen dik olmasi gerekiyor egimli olmicak direkt havaya"". ""raise your hand to even more high to the sky"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -2.9, ""LeftShoulderRoll"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": -2.9, ""RightShoulderRoll"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.135,""y"":-0.215,""z"":0.487},""elbow_angle_deg"":155.1,""extension_ratio"":0.977,""concepts"":[""reaching across the body"",""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.135,""y"":0.215,""z"":0.487},""elbow_angle_deg"":155.1,""extension_ratio"":0.977,""concepts"":[""reaching across the body"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands very close""],""whole_body_concepts"":[""both arms raised"",""arms crossed in front of the torso"",""hands held together""]}",kollarin cakismamasi lazim kollar dümdüz dimdik havaya tutulcak
2026-07-24T10:52:23+0200,pose-495695390002,disliked,"Önerine 👎 verdim: ""kollarin cakismamasi lazim kollar dümdüz dimdik havaya tutulcak"". ""Önerine 👎 verdim: ""hayir yere tamamen dik olmasi gerekiyor egimli olmicak direkt havaya"". ""raise your hand to even more high to the sky"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner."" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -2.9, ""LeftShoulderRoll"": 0.32, ""RightElbow"": 1.57, ""RightShoulderPitch"": -2.9, ""RightShoulderRoll"": -0.32}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.139,""y"":-0.049,""z"":0.549},""elbow_angle_deg"":156.1,""extension_ratio"":0.979,""concepts"":[""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.139,""y"":0.049,""z"":0.549},""elbow_angle_deg"":156.1,""extension_ratio"":0.979,""concepts"":[""raised above the shoulder"",""nearly straight""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands very close""],""whole_body_concepts"":[""both arms raised"",""hands held together""]}",ellerin arasindaki mesafe daha uzun olmali omuz hizasinda kalkmali
2026-07-24T10:52:45+0200,pose-538840817190,liked,"Önerine 👎 verdim: ""ellerin arasindaki mesafe daha uzun olmali omuz hizasinda kalkmali"". ""Önerine 👎 verdim: ""kollarin cakismamasi lazim kollar dümdüz dimdik havaya tutulcak"". ""Önerine 👎 verdim: ""hayir yere tamamen dik olmasi gerekiyor egimli olmicak direkt havaya"". ""raise your hand to even more high to the sky"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner."" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner."" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -2.9, ""LeftShoulderRoll"": 0.55, ""RightElbow"": 1.57, ""RightShoulderPitch"": -2.9, ""RightShoulderRoll"": -0.55}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.134,""y"":0.077,""z"":0.561},""elbow_angle_deg"":156.8,""extension_ratio"":0.981,""concepts"":[""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.134,""y"":-0.077,""z"":0.561},""elbow_angle_deg"":156.8,""extension_ratio"":0.981,""concepts"":[""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms raised""]}",
2026-07-24T10:52:45+0200,pose-538840817190,executed,"Önerine 👎 verdim: ""ellerin arasindaki mesafe daha uzun olmali omuz hizasinda kalkmali"". ""Önerine 👎 verdim: ""kollarin cakismamasi lazim kollar dümdüz dimdik havaya tutulcak"". ""Önerine 👎 verdim: ""hayir yere tamamen dik olmasi gerekiyor egimli olmicak direkt havaya"". ""raise your hand to even more high to the sky"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner."" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner."" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -2.9, ""LeftShoulderRoll"": 0.55, ""RightElbow"": 1.57, ""RightShoulderPitch"": -2.9, ""RightShoulderRoll"": -0.55}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.134,""y"":0.077,""z"":0.561},""elbow_angle_deg"":156.8,""extension_ratio"":0.981,""concepts"":[""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.134,""y"":-0.077,""z"":0.561},""elbow_angle_deg"":156.8,""extension_ratio"":0.981,""concepts"":[""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms raised""]}",
2026-07-24T10:53:16+0200,pose-572627211381,liked,bring your righthand forward,"{""RightElbow"": 1.57, ""RightShoulderPitch"": -1.57}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.133,""y"":0.079,""z"":0.561},""elbow_angle_deg"":156.9,""extension_ratio"":0.981,""concepts"":[""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.539,""y"":-0.214,""z"":0.052},""elbow_angle_deg"":157.0,""extension_ratio"":0.981,""concepts"":[""held forward"",""diagonal forward-and-outward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T10:53:16+0200,pose-572627211381,executed,bring your righthand forward,"{""RightElbow"": 1.57, ""RightShoulderPitch"": -1.57}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.133,""y"":0.079,""z"":0.561},""elbow_angle_deg"":156.9,""extension_ratio"":0.981,""concepts"":[""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.539,""y"":-0.214,""z"":0.052},""elbow_angle_deg"":157.0,""extension_ratio"":0.981,""concepts"":[""held forward"",""diagonal forward-and-outward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T11:13:06+0200,pose-1762215137138,liked,go to T shape,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 1.57, ""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": -1.57}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.617,""z"":0.011},""elbow_angle_deg"":165.2,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.617,""z"":0.011},""elbow_angle_deg"":165.3,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms opened to the sides""]}",
2026-07-24T11:13:06+0200,pose-1762215137138,executed,go to T shape,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 1.57, ""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": -1.57}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.617,""z"":0.011},""elbow_angle_deg"":165.2,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.617,""z"":0.011},""elbow_angle_deg"":165.3,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms opened to the sides""]}",
2026-07-24T11:13:31+0200,pose-1787977309950,liked,kollarini önce capraz yap,"{""LeftElbow"": 1.2, ""LeftShoulderPitch"": -1.6, ""LeftShoulderRoll"": -0.38, ""LeftShoulderYaw"": -1.5, ""RightElbow"": 1.2, ""RightShoulderPitch"": -1.6, ""RightShoulderRoll"": 0.38, ""RightShoulderYaw"": 1.5}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.395,""y"":-0.319,""z"":-0.068},""elbow_angle_deg"":148.8,""extension_ratio"":0.964,""concepts"":[""held forward"",""reaching across the body"",""diagonal forward across the torso"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.395,""y"":0.319,""z"":-0.068},""elbow_angle_deg"":148.8,""extension_ratio"":0.964,""concepts"":[""held forward"",""reaching across the body"",""diagonal forward across the torso"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms held forward"",""arms crossed in front of the torso""]}",
2026-07-24T11:13:31+0200,pose-1787977309950,executed,kollarini önce capraz yap,"{""LeftElbow"": 1.2, ""LeftShoulderPitch"": -1.6, ""LeftShoulderRoll"": -0.38, ""LeftShoulderYaw"": -1.5, ""RightElbow"": 1.2, ""RightShoulderPitch"": -1.6, ""RightShoulderRoll"": 0.38, ""RightShoulderYaw"": 1.5}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.395,""y"":-0.319,""z"":-0.068},""elbow_angle_deg"":148.8,""extension_ratio"":0.964,""concepts"":[""held forward"",""reaching across the body"",""diagonal forward across the torso"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.395,""y"":0.319,""z"":-0.068},""elbow_angle_deg"":148.8,""extension_ratio"":0.964,""concepts"":[""held forward"",""reaching across the body"",""diagonal forward across the torso"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms held forward"",""arms crossed in front of the torso""]}",
2026-07-24T11:14:45+0200,pose-1827112334292,disliked,sag el el sikma poziysonuna getir sol eli asagi indir,"{""LeftElbow"": 0.0, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 0.0, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 1.3, ""RightShoulderPitch"": -1.2, ""RightShoulderRoll"": -0.1, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.234,""y"":0.061,""z"":-0.328},""elbow_angle_deg"":91.3,""extension_ratio"":0.726,""concepts"":[""held forward"",""lowered below the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.532,""y"":-0.012,""z"":-0.148},""elbow_angle_deg"":152.9,""extension_ratio"":0.973,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",sag el biraz daha asagi insin 5cm kadar sol el de dirsek 90 derece kirilmis dümdüz olsun
2026-07-24T11:16:05+0200,pose-1881883422039,disliked,"Önerine 👎 verdim: ""sag el biraz daha asagi insin 5cm kadar sol el de dirsek 90 derece kirilmis dümdüz olsun"". ""sag el el sikma poziysonuna getir sol eli asagi indir"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 0.0, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 0.0, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 1.3, ""RightShoulderPitch"": -1.0, ""RightShoulderRoll"": -0.1, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.234,""y"":0.061,""z"":-0.328},""elbow_angle_deg"":91.3,""extension_ratio"":0.726,""concepts"":[""held forward"",""lowered below the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.492,""y"":-0.039,""z"":-0.248},""elbow_angle_deg"":152.8,""extension_ratio"":0.973,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",sol dirsek hala 90 derece. dümdüz tut asagiya dogru
2026-07-24T11:16:27+0200,pose-1961237276696,liked,"Önerine 👎 verdim: ""sol dirsek hala 90 derece. dümdüz tut asagiya dogru"". ""Önerine 👎 verdim: ""sag el biraz daha asagi insin 5cm kadar sol el de dirsek 90 derece kirilmis dümdüz olsun"". ""sag el el sikma poziysonuna getir sol eli asagi indir"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner."" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 0.0, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 1.3, ""RightShoulderPitch"": -1.0, ""RightShoulderRoll"": -0.1, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.061,""z"":-0.545},""elbow_angle_deg"":155.0,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.492,""y"":-0.039,""z"":-0.248},""elbow_angle_deg"":152.8,""extension_ratio"":0.973,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T11:16:27+0200,pose-1961237276696,executed,"Önerine 👎 verdim: ""sol dirsek hala 90 derece. dümdüz tut asagiya dogru"". ""Önerine 👎 verdim: ""sag el biraz daha asagi insin 5cm kadar sol el de dirsek 90 derece kirilmis dümdüz olsun"". ""sag el el sikma poziysonuna getir sol eli asagi indir"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner."" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 0.0, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 1.3, ""RightShoulderPitch"": -1.0, ""RightShoulderRoll"": -0.1, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.061,""z"":-0.545},""elbow_angle_deg"":155.0,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.492,""y"":-0.039,""z"":-0.248},""elbow_angle_deg"":152.8,""extension_ratio"":0.973,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T11:18:02+0200,pose-2036123838559,liked,sadece sag elini T posa getir. sol el asagida kalmaya devam etsin,"{""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": -1.57, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.039,""y"":0.099,""z"":-0.543},""elbow_angle_deg"":155.4,""extension_ratio"":0.978,""concepts"":[""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.617,""z"":0.01},""elbow_angle_deg"":165.0,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T11:18:02+0200,pose-2036123838559,executed,sadece sag elini T posa getir. sol el asagida kalmaya devam etsin,"{""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": -1.57, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.039,""y"":0.099,""z"":-0.543},""elbow_angle_deg"":155.4,""extension_ratio"":0.978,""concepts"":[""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.617,""z"":0.01},""elbow_angle_deg"":165.0,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T11:19:10+0200,pose-2098859992161,disliked,sag eli asagi indir simdi sol eli sag elin pozisyonuna getir,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 1.57, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 0.0, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": 0.0, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.617,""z"":0.01},""elbow_angle_deg"":165.0,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.234,""y"":-0.062,""z"":-0.328},""elbow_angle_deg"":91.4,""extension_ratio"":0.726,""concepts"":[""held forward"",""lowered below the shoulder"",""partly bent""]}},""proximity"":[],""whole_body_concepts"":[]}","sag eli asagi indir dedigimde her zaman sag el dimdik asagi dogru tutulmali , dirsekten 90 derece kirilmamali"
2026-07-24T11:19:27+0200,pose-2143327370306,liked,"Önerine 👎 verdim: ""sag eli asagi indir dedigimde her zaman sag el dimdik asagi dogru tutulmali , dirsekten 90 derece kirilmamali"". ""sag eli asagi indir simdi sol eli sag elin pozisyonuna getir"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 1.57, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": 0.0, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.617,""z"":0.01},""elbow_angle_deg"":165.0,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.062,""z"":-0.545},""elbow_angle_deg"":155.2,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T11:19:27+0200,pose-2143327370306,executed,"Önerine 👎 verdim: ""sag eli asagi indir dedigimde her zaman sag el dimdik asagi dogru tutulmali , dirsekten 90 derece kirilmamali"". ""sag eli asagi indir simdi sol eli sag elin pozisyonuna getir"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 1.57, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": 0.0, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.617,""z"":0.01},""elbow_angle_deg"":165.0,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.062,""z"":-0.545},""elbow_angle_deg"":155.2,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T11:20:39+0200,pose-2214264659507,liked,sol kolu düzlügünü hic bozmadan 90 derece döndürüp öne uzat. sag el oldugu gibi kalsin,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -1.57, ""LeftShoulderRoll"": 0.0, ""LeftShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.543,""y"":-0.077,""z"":-0.026},""elbow_angle_deg"":155.2,""extension_ratio"":0.977,""concepts"":[""held forward"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.118,""z"":-0.542},""elbow_angle_deg"":155.3,""extension_ratio"":0.978,""concepts"":[""lowered below the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T11:20:39+0200,pose-2214264659507,executed,sol kolu düzlügünü hic bozmadan 90 derece döndürüp öne uzat. sag el oldugu gibi kalsin,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -1.57, ""LeftShoulderRoll"": 0.0, ""LeftShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.543,""y"":-0.077,""z"":-0.026},""elbow_angle_deg"":155.2,""extension_ratio"":0.977,""concepts"":[""held forward"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.118,""z"":-0.542},""elbow_angle_deg"":155.3,""extension_ratio"":0.978,""concepts"":[""lowered below the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T13:00:35+0200,pose-1922376049516,liked,raise ur hand,"{""RightElbow"": 1.57, ""RightShoulderPitch"": -2.6, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.226,""y"":0.063,""z"":-0.338},""elbow_angle_deg"":92.6,""extension_ratio"":0.733,""concepts"":[""held forward"",""lowered below the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":0.016,""z"":0.49},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T13:00:35+0200,pose-1922376049516,executed,raise ur hand,"{""RightElbow"": 1.57, ""RightShoulderPitch"": -2.6, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.226,""y"":0.063,""z"":-0.338},""elbow_angle_deg"":92.6,""extension_ratio"":0.733,""concepts"":[""held forward"",""lowered below the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":0.016,""z"":0.49},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T13:17:00+0200,pose-2963427246206,liked,raise ur hand,"{""RightElbow"": 1.57, ""RightShoulderPitch"": -2.6, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.225,""y"":0.064,""z"":-0.339},""elbow_angle_deg"":92.6,""extension_ratio"":0.734,""concepts"":[""held forward"",""lowered below the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":0.016,""z"":0.49},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T13:17:00+0200,pose-2963427246206,executed,raise ur hand,"{""RightElbow"": 1.57, ""RightShoulderPitch"": -2.6, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.225,""y"":0.064,""z"":-0.339},""elbow_angle_deg"":92.6,""extension_ratio"":0.734,""concepts"":[""held forward"",""lowered below the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":0.016,""z"":0.49},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T13:17:29+0200,pose-3018423598456,liked,iki elini de asagi indir bel hizasina getir,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 0.0, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": 0.0, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.061,""z"":-0.545},""elbow_angle_deg"":155.0,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.061,""z"":-0.545},""elbow_angle_deg"":155.0,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T13:17:29+0200,pose-3018423598456,executed,iki elini de asagi indir bel hizasina getir,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 0.0, ""LeftShoulderYaw"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": 0.0, ""RightShoulderYaw"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.061,""z"":-0.545},""elbow_angle_deg"":155.0,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.061,""z"":-0.545},""elbow_angle_deg"":155.0,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T13:18:22+0200,pose-3070488819360,liked,raise your right hand and put your left hand in T pose,"{""LeftElbow"": 1.57, ""LeftShoulderRoll"": 1.57, ""RightElbow"": 1.57, ""RightShoulderPitch"": -2.6, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.033,""y"":0.616,""z"":0.014},""elbow_angle_deg"":164.9,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":0.016,""z"":0.49},""elbow_angle_deg"":156.3,""extension_ratio"":0.98,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-24T13:18:22+0200,pose-3070488819360,executed,raise your right hand and put your left hand in T pose,"{""LeftElbow"": 1.57, ""LeftShoulderRoll"": 1.57, ""RightElbow"": 1.57, ""RightShoulderPitch"": -2.6, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.033,""y"":0.616,""z"":0.014},""elbow_angle_deg"":164.9,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":0.016,""z"":0.49},""elbow_angle_deg"":156.3,""extension_ratio"":0.98,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
